"","screen_name","text","After"
"177","officialkhris1","Federal Government Extends Eased Lockdown By One Month (Details) 
#trending #trend #follow #followme #makemeviral #latest #gossip #world #America #lotsoffollowers #news #gistzone24

READ HERE &gt;&gt;&gt;&gt; https://t.co/BnKKMQSA9a
 https://t.co/sDPlCgLD2G","Federal Government Extends Eased Lockdown By One Month (Details) 
#trending #trend #follow #followme #makemeviral #latest #gossip #world #America #lotsoffollowers #news #gistzone24

READ HERE &gt;&gt;&gt;&gt; 
 "
"178","AbbyDivito","So another 6 weeks of lockdown but Micheal can go to America on st. Patrick’s day cause it’s a “tradition”. Like does he seriously think people are gonna listen to him while he can fuck off to America but we can’t even go over 5k?","So another 6 weeks of lockdown but Micheal can go to America on st. Patrick’s day cause it’s a “tradition”. Like does he seriously think people are gonna listen to him while he can fuck off to America but we can’t even go over 5k?"
"179","Paulgeraghty16","@DOLWOAS 388???? Really!! Not sure what planet your on!! What ever number your thinking it’s real people who have died not just a numbers game!! So that’s loved ones etc. It’s not a game here hence the lockdown!! America was so slow to do anything and they have 400k dead!! https://t.co/XmgV6TtBfL","@DOLWOAS 388???? Really!! Not sure what planet your on!! What ever number your thinking it’s real people who have died not just a numbers game!! So that’s loved ones etc. It’s not a game here hence the lockdown!! America was so slow to do anything and they have 400k dead!! "
"180","MattZemek","@mherek @girlziplocked Lockdowns in America aren't enforced the same way they are in Australia. Even a soft lockdown here would be better than no lockdown at all... and the money -- while not satisfying everyone -- would satisfy millions more than what we have now. 

(1/2)","@mherek @girlziplocked Lockdowns in America aren't enforced the same way they are in Australia. Even a soft lockdown here would be better than no lockdown at all... and the money -- while not satisfying everyone -- would satisfy millions more than what we have now. 

(1/2)"
"181","SChipwick","@l_stone Laura I implore you to take 10 minutes of your day and start googling covid case rates across North America. You will see that cases have taken a similar downturn across the board regardless of lockdown measures. This demonstrates how large seasonality factors in. IMO -  Thanks","@l_stone Laura I implore you to take 10 minutes of your day and start googling covid case rates across North America. You will see that cases have taken a similar downturn across the board regardless of lockdown measures. This demonstrates how large seasonality factors in. IMO -  Thanks"
"182","SChipwick","@2017rockwood @EdTubb Funny how the cases have dropped across North America and the world at the same time. Open states drop at the same time and states that have been under strict lockdown. Australia is pointed to as a success story for ultra lockdown yet their numbers dropped when....?","@2017rockwood @EdTubb Funny how the cases have dropped across North America and the world at the same time. Open states drop at the same time and states that have been under strict lockdown. Australia is pointed to as a success story for ultra lockdown yet their numbers dropped when....?"
"183","BenKizemchuk","By keeping Ontario under lockdown while the rest of North America reopens, Ontario guarantees lower GDP (and associated quality of life). With lower GDP, gov is manufacturing an economic bust.  Who benefits?","By keeping Ontario under lockdown while the rest of North America reopens, Ontario guarantees lower GDP (and associated quality of life). With lower GDP, gov is manufacturing an economic bust.  Who benefits?"
"184","hounsell12","@DodgyDave452 @Settlands @WalesOnline You are talking utter shit without lockdown god knows the crap we would be in! Look at America look at all the crap they are I  because they didn't have a lockdown.","@DodgyDave452 @Settlands @WalesOnline You are talking utter shit without lockdown god knows the crap we would be in! Look at America look at all the crap they are I  because they didn't have a lockdown."
"185","Speaking4m","@sunlorrie 2017-""Foreign Minister Freeland raised the issue with U.S Commerce Sec Wilbur Ross in their 1st conversation on March 9 2017 &amp; underscored worries about potential job losses ..""
Great Reset = 2 classes?
A free Elite class &amp; Cdn PPL class under lockdown?   
https://t.co/fFAQDl9G04","@sunlorrie 2017-""Foreign Minister Freeland raised the issue with U.S Commerce Sec Wilbur Ross in their 1st conversation on March 9 2017 &amp; underscored worries about potential job losses ..""
Great Reset = 2 classes?
A free Elite class &amp; Cdn PPL class under lockdown?   
"
"186","vegaslamb","@DerrenLitten Here in America we discovered Benidorm during lockdown. But only the first five seasons. Is there anywhere here to stream the other five?","@DerrenLitten Here in America we discovered Benidorm during lockdown. But only the first five seasons. Is there anywhere here to stream the other five?"
"187","YorkiePooMama","@splendira Notice how lockdown in Europe, America opening up cuz Trump gone!<U+0001F620>","@splendira Notice how lockdown in Europe, America opening up cuz Trump gone!<U+0001F620>"
"188","mrkosii","@poolsadie @SkyNews @SenateDems Whats BlM, Trump and America got to do with lockdown in Amsterdam? If you gonna push an agenda, at least make it fit with the topic ok ground. Stop talking shit!","@poolsadie @SkyNews @SenateDems Whats BlM, Trump and America got to do with lockdown in Amsterdam? If you gonna push an agenda, at least make it fit with the topic ok ground. Stop talking shit!"
"189","investwithSIB","Donald Trump’s second impeachment reaches the Senate, while President Joe Biden is set to continue his America First policy in government procurement.

Here’s what you need to know in financial markets on Monday, January 25th.

https://t.co/L5Me2jSfAn","Donald Trump’s second impeachment reaches the Senate, while President Joe Biden is set to continue his America First policy in government procurement.

Here’s what you need to know in financial markets on Monday, January 25th.

"
"190","double_sherbet","1. China/ America
2. Japan/ China
3. Vietnam
4. <U+0001F914>
5. Japan, i guess

So sick of lockdown, i just want normal life back. https://t.co/RYIjnuxD8N","1. China/ America
2. Japan/ China
3. Vietnam
4. <U+0001F914>
5. Japan, i guess

So sick of lockdown, i just want normal life back. "
"191","TinaBug23","@str8vallera You and I know this but most of #America listens to the #MSM and believes that we needed this lockdown, they will somehow squeeze the #vaccine in. #FightBack","@str8vallera You and I know this but most of #America listens to the #MSM and believes that we needed this lockdown, they will somehow squeeze the #vaccine in. #FightBack"
"192","queenlitebright","IF THESE VARIANTS ARE WORSE THAN THE OTHER ONE WHY ISNT AMERICA DOIN A LOCKDOWN LIKE OTHER COUNTRIES???? 

VIRGINIA. SHUT DOWN<U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F> @GovernorVA","IF THESE VARIANTS ARE WORSE THAN THE OTHER ONE WHY ISNT AMERICA DOIN A LOCKDOWN LIKE OTHER COUNTRIES???? 

VIRGINIA. SHUT DOWN<U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F> @GovernorVA"
"193","Intellekt37","@thanh_neville I’m so sorry you have to go through this, what an utter failure of our government... We need a real #lockdown - pay the people of America to stay home &amp; provide relief for our healthcare workers! #lockdown2021","@thanh_neville I’m so sorry you have to go through this, what an utter failure of our government... We need a real #lockdown - pay the people of America to stay home &amp; provide relief for our healthcare workers! #lockdown2021"
"194","Intellekt37","@acnewsitics Opening up the country? Not giving out relief checks after saying winning Georgia means $2k for all Americans? Not listening to scientists and putting America into it’s first real lockdown? He’s a lifelong politician. The 94 crime bill ring a bell? Biden is awful","@acnewsitics Opening up the country? Not giving out relief checks after saying winning Georgia means $2k for all Americans? Not listening to scientists and putting America into it’s first real lockdown? He’s a lifelong politician. The 94 crime bill ring a bell? Biden is awful"
"195","Intellekt37","@Sandernista412 It’s going to take a lot more than an inauguration to get rid of sexism, and America’s racism has never been dealt with nor rectified. We have A LOT of work to do... unless we have a REAL lockdown and the government pays THE PEOPLE to stay home, COVID isn’t going anywhere either.","@Sandernista412 It’s going to take a lot more than an inauguration to get rid of sexism, and America’s racism has never been dealt with nor rectified. We have A LOT of work to do... unless we have a REAL lockdown and the government pays THE PEOPLE to stay home, COVID isn’t going anywhere either."
